comparedTeam,League,Wins,SimiliartyHitting,SimilarityPitching,BABIP,wOBA,ERA,FIP,PBABIP,effERA
2014 Cleveland Indians,AL,85.0,100,100,98.98078876858577,100.76638052174567,95.27601561908735,33.97203606250706,97.74526956964277,92.867001391391895
1960 Boston Red Sox,AL,68.37662337662337,45.10139699537051,263.2008475341384,102.9193264850769,102.15517728662043,121.02258566978192,111.43093678657014,109.02603556596173,123.67102737950404
1960 Chicago White Sox,AL,91.51948051948052,115.82535853768555,157.25614529698043,104.15468903658368,104.28573917263878,94.30331350892098,109.99457567944798,102.26374792814958,92.602419503724903
1960 Chicago Cubs,NL,62.307692307692314,34.13931071150478,233.40818522575989,97.79030374965913,96.29884666084976,113.94983715661284,120.05547799474164,101.31578549496764,117.52971429918166
1960 Cincinnati Reds,NL,70.48051948051948,77.69438873727425,160.14686974565532,98.71520556119533,98.94912741383536,104.78145945435664,93.30130127374814,105.88695585888416,107.09752745094856
1960 Cleveland Indians,AL,79.94805194805195,48.715218717373546,239.90703306197696,100.25977124226317,99.92422173377615,103.47169121117719,145.31233745069017,96.17157738123724,106.19912575579222
1960 Detroit Tigers,AL,74.68831168831169,96.27824179413257,136.33009729414363,90.43266782898492,99.01370144423663,95.35112810346456,93.40960930027225,97.97239884445082,96.772612446913215
1960 Kansas City Athletics,AL,60.61935483870968,6.677968621290034,243.48172007538386,97.6227768242365,96.71398278694838,114.73569810252053,138.31257081356927,106.57485662415036,117.99902861754691
1960 Los Angeles Dodgers,NL,86.25974025974025,70.16512973774203,144.30769647402215,101.27003042147898,99.70515230615723,89.06424053620316,84.70573863941982,85.08113440568374,86.970647683341966
1960 Milwaukee Braves,NL,92.57142857142857,101.70841502158265,153.37809723392508,101.75338550010962,103.03629080775313,98.49457188709523,95.97611061690652,99.38797492927344,94.21149716669143
1960 New York Yankees,AL,101.38064516129033,122.79544152236913,151.73789985797842,98.99204184694769,104.83888017672378,92.20768431983385,116.95233707318515,93.82642285314338,89.250174372544592
1960 Philadelphia Phillies,NL,62.06493506493507,-19.255971422141982,164.25315266332484,101.19883049383323,92.07912144244835,105.04341310299255,93.48760476518552,107.36499767747283,105.58231265165506
1960 Pittsburgh Pirates,NL,99.29032258064517,38.68040194677634,70.150198025101687,108.21842796321175,103.98667058518947,91.42182337392619,52.59677058920704,103.0830458751131,88.083593066893854
1960 San Francisco Giants,NL,82.03846153846153,60.67252163177139,103.72776656934793,100.95919839783636,98.91609100601585,90.11205513074671,66.28213586903013,96.98770841430148,82.867499642777275
1960 St. Louis Cardinals,NL,89.88387096774193,40.05536787442946,149.19800150832066,99.08342749211596,99.96072516514924,95.35112810346456,81.72758380833072,98.04800338029813,94.774674348729732
1960 Washington Senators,AL,76.79220779220779,61.39879538824388,172.95483704331397,96.35241898132627,99.4079037736419,98.75652553573114,101.95423441983667,103.32398024450036,99.588498357104669
1961 Baltimore Orioles,AL,94.41717791411043,33.70299379801807,66.668795087192748,99.76040056401068,98.97454057730334,79.9884623268617,69.44318912415554,88.55538949452524,70.340364639654467
1961 Boston Red Sox,AL,75.53374233128834,35.28228299831096,245.33347162691848,100.66500296674039,98.8111441109582,106.56847931125364,127.37148598901258,102.62518886430743,109.85728206643941
1961 Chicago White Sox,AL,85.47239263803681,63.296144789182065,161.53306331877153,98.83008546802171,100.3371101585453,100.85501771647778,95.65589587192882,104.49104871583926,104.35938556357247
1961 Chicago Cubs,NL,66.46153846153845,79.29337283084931,198.37135203455432,101.91843359680158,101.20730058669704,111.28829541128584,105.73659994050182,107.98250939542346,114.49967064666345
1961 Cincinnati Reds,NL,97.83116883116884,66.60156689445925,130.93530808715059,103.19187038956288,101.30316678740547,93.89949925327242,92.30823044066882,96.36858416359884,92.017425679562308
1961 Cleveland Indians,AL,78.48447204968944,100.29246936715313,202.87372281093809,100.6771317350208,100.16041625699297,103.09072007965096,125.43346135488325,99.21757103544292,103.90646960452625
1961 Detroit Tigers,AL,100.38036809815951,178.31464161568965,105.0044062910012,102.38993610137453,105.55348442824423,88.18603765849659,96.17083579573104,97.19713619129675,84.594636350748814
1961 Kansas City Athletics,AL,61.0,49.063238173743784,253.16594134826059,97.51822477727892,94.52123482545628,117.7469911271194,117.97391487521622,111.05406451729951,120.51338810288861
1961 Los Angeles Angels,AL,70.0,111.40771997446988,256.86643453721939,97.36079996121802,100.79850132936711,107.06530205862543,127.07361366507541,94.57312204583137,113.25415175928623
1961 Los Angeles Dodgers,NL,93.62337662337663,100.76489803720237,182.71597093902,100.72298457957581,102.6085646002844,100.35819496910598,83.39607953689179,93.24442467526845,101.18897385024877
1961 Minnesota Twins,AL,70.43478260869566,31.99792565024856,188.8024858772105,95.54052638247276,99.45341045173282,106.32006793756771,100.80524913521604,98.53696028860189,103.40322965003044
1961 Milwaukee Braves,NL,86.7483870967742,87.31729279443397,138.76037924908178,99.08445889745924,101.46008820237115,96.6320243638174,112.23006206176782,101.39532490865244,94.206519481619139
1961 New York Yankees,AL,108.33128834355828,103.35809074857355,90.587334054586449,95.6699789271256,104.39727301329755,85.95033529532344,83.27726921368027,92.03266985304803,82.241989563480828
1961 Philadelphia Phillies,NL,49.12258064516129,7.26129362380459,212.59574889737115,98.71056317907693,92.00456992242214,114.51764326920262,105.78518433935034,105.87304261988855,116.21068649194923
1961 Pittsburgh Pirates,NL,78.8961038961039,-34.56476278309495,113.98703030210952,105.09592945972292,100.64606190890859,97.37725848487511,66.47306359149532,109.3218672715387,96.986920230208597
1961 San Francisco Giants,NL,88.83870967741935,70.02994353724067,130.92057412571353,99.13352361991531,102.4859603695796,93.65108787958653,84.92619424743766,94.11004273516215,94.055547495270403
1961 St. Louis Cardinals,NL,83.61290322580645,11.436836359412297,156.87900152999669,106.20236968019994,100.08830672649542,92.9058537585288,96.60919171529187,99.67940038509637,90.306409834276479
1961 Washington Senators,AL,61.378881987577635,23.098070471695777,176.70892659851296,97.46979989015135,94.81077384059775,105.07801106913821,107.7804205214968,104.54255143523466,104.68649153399478
1962 Baltimore Orioles,AL,77.0,18.81239815970163,140.20048910092152,96.78331041316103,97.30387207437492,93.30379846177993,95.25754844742174,96.00661801723523,95.056232085643401
1962 Boston Red Sox,AL,76.95,17.858773672616735,224.28539192939036,101.56286562960497,100.6079567872817,106.70515704843125,116.44074052007485,98.54852983306928,107.50391938910388
1962 Chicago White Sox,AL,85.0,6.428141598509143,122.09975020603801,98.39876483218146,99.36887758063156,94.31522175133853,85.41212259643423,99.94919678440954,89.58232634045531
1962 Chicago Cubs,NL,59.0,17.426299355999788,250.31507627048649,102.93021558548283,96.54193179448797,114.79654336489997,126.63812085797561,106.50215580771768,119.63112040771733
1962 Cincinnati Reds,NL,98.0,64.12896742585976,151.27845205501868,104.66683796700755,102.99980222479344,94.82093339611782,92.57295425089923,96.58173813213266,91.671896917658273
1962 Cleveland Indians,AL,80.0,73.51627325515189,211.86752916931908,93.9265746695537,96.56101733391202,104.68231046931406,136.24748034969264,98.89387053563054,104.18368147808819
1962 Detroit Tigers,AL,85.527950310559,197.41316532225306,163.41638530490002,92.72526351948393,102.73802368374159,96.33806833045571,107.35705984704266,100.72279131951257,97.312455530966844
1962 Houston Colt .45's,NL,64.0,-54.72700561885864,107.52038422541338,96.12987244273279,92.68375322995993,96.84377997523501,42.86486615978014,101.53002338672907,95.722843558125334
1962 Kansas City Athletics,AL,72.0,120.88223651215145,302.50439743066886,102.44473045262366,100.1446694000834,121.11793892464118,159.95179774593618,99.24957962314693,127.89966655677196
1962 Los Angeles Angels,AL,86.0,51.01630313867233,152.42276532123378,98.51229411370602,98.88055451751467,93.5566542841696,89.8218293010847,101.26150546427665,92.646175223593403
1962 Los Angeles Dodgers,NL,100.14545454545454,217.4418958585361,120.16822556448217,105.12704712003367,102.61135955926474,91.53380770505241,55.826532485944014,95.43884988714137,90.402771229663827
1962 Minnesota Twins,AL,90.44171779141104,94.44125995996954,140.50644192508724,97.7267391302851,104.37349540472214,98.3609149095729,94.05790772473077,95.42769739301485,96.440732836182804
1962 Milwaukee Braves,NL,86.0,111.86017713380193,104.7997121830246,98.09299895506794,101.04714829355869,93.0509426393903,87.08609250123335,102.86314322114106,89.58232634045531
1962 New York Yankees,AL,96.0,83.7367636564548,117.81632018871746,100.50110429548127,105.33360111016177,93.5566542841696,92.42711787470735,96.75393950500826,94.658829092433038
1962 New York Mets,NL,40.24844720496894,15.850074366823137,300.13545814447059,95.44840090896156,95.71026244139068,127.43933448438236,147.29976186759245,108.86925567550276,131.50193239845314
1962 Philadelphia Phillies,NL,81.5031055900621,61.24142876469026,216.60680154110617,102.81858131575063,99.92879654470082,108.22229198276916,111.46368940146452,103.59959950373405,109.14480916752095
1962 Pittsburgh Pirates,NL,93.5776397515528,-24.55906902923084,90.110165809345631,105.80817864816316,99.11318112244913,85.21241214531122,62.81163711195402,103.41734655493494,82.262419594548049
